Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
C,6/10/2022,89,1,,,,,,,,,
C,6/11/2022,59,3,,,,,,,,,
C,6/12/2022,42,3,,,,,,,,,
C,6/13/2022,99.5,6,1,,,,,,,,
C,6/14/2022,69.5,2,,,,,,,,,
C,6/15/2022,55,4,,,,,,,,,
C,6/16/2022,134,6,2,1,,,,,,,
C,6/17/2022,100,10,3,,,,,,,,
C,6/18/2022,135,9,3,,,,,,1,,
C,6/19/2022,44,5,,,,,,,,,
C,6/20/2022,69,9,,1,,,,,,,
C,6/21/2022,395.5,11,1,3,1,1,,2,,,
C,6/22/2022,131.5,4,1,,,,,,,,
C,6/23/2022,140,6,4,,,,,,,,
C,6/24/2022,412,2,,,2,,,,,,
C,6/25/2022,106,8,3,,1,,,,,,
C,6/26/2022,117,5,1,,,1,,,,,
C,6/27/2022,113,3,,1,,,,,,,
C,6/28/2022,113,8,3,,,,,,,,
C,6/29/2022,215,9,2,1,,,1,2,,,
C,6/30/2022,100,6,1,,,,,,,,
C,7/1/2022,110,2,,,,,,,,,
C,7/2/2022,89,3,,,,,,,,,
C,7/3/2022,82.5,6,1,,,,,,,,
C,7/4/2022,73.5,3,,,,,,,,,
C,7/5/2022,244,2,,,1,,,,,,
C,7/6/2022,106,12,2,1,,,,,,,
C,7/7/2022,97,8,1,1,,,,,,,
C,7/8/2022,244,6,1,3,,,,,,,
C,7/9/2022,126,4,2,,,,,,,,
C,7/10/2022,51,4,,,,,,,,,
C,7/11/2022,128,6,3,,,,,,,,
C,7/12/2022,173,5,1,,,,,2,,,
C,7/13/2022,249,9,1,2,,2,,1,,,
C,7/14/2022,101.5,4,,1,,,,,,,
C,7/15/2022,98,5,1,,,,,,,,
C,7/16/2022,107,4,1,,,,,,,,
C,7/17/2022,76,5,1,,,,,,,,
C,7/18/2022,81,7,,,1,,,,,,
C,7/19/2022,106.5,10,3,,,,,,,,
C,7/20/2022,,2,,,,,,,,,
C,7/21/2022,144,5,3,,,,,,,,
C,7/22/2022,93,5,2,,,,,,,,
