Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
D,4/29/2022,103,42,13,2,,,,,,,
D,4/30/2022,102.5,49,16,3,,,,,,,
D,5/1/2022,124,52,22,2,3,,,,,,
D,5/2/2022,107,63,22,5,,,1,,1,,
D,5/3/2022,116,50,20,4,,,,,,,
D,5/4/2022,116,46,19,2,,1,,,,,
D,5/5/2022,126.5,59,31,1,1,,,1,,,
D,5/6/2022,147,57,25,6,4,,,1,,,
D,5/7/2022,126,66,28,8,,,,,,,
D,5/8/2022,104,42,13,1,,,,,,,
D,5/9/2022,136,64,32,5,,1,,,,1,
D,5/10/2022,103,56,20,2,,1,,,,,
D,5/11/2022,130,64,25,4,5,1,,,,,
D,5/12/2022,142,53,25,4,,,1,1,,,
D,5/13/2022,125,55,26,4,,1,,,,,
D,5/14/2022,106,52,20,3,,,,,,,
D,5/15/2022,122,56,21,5,1,1,,,,,
D,5/16/2022,122.5,56,17,10,,,,,,,
D,5/17/2022,116,59,23,1,1,,,1,,,
D,5/18/2022,111.5,60,17,7,4,,,1,,,
D,5/19/2022,163,72,29,11,4,,,,1,,
D,5/20/2022,118,49,16,5,1,,,1,,,
D,5/21/2022,120,65,28,3,1,,,1,,1,
D,5/22/2022,126.5,43,18,3,1,,,,,,
D,5/23/2022,131,53,23,5,1,,,,,,
D,5/24/2022,136.5,56,27,4,,,,2,1,,
D,5/25/2022,150,53,22,8,1,,,1,,,
D,5/26/2022,151,49,24,6,1,,,,,,
D,5/27/2022,153,59,24,7,3,,,2,,,
D,5/28/2022,139,51,18,8,1,,,1,,,
D,5/29/2022,128.5,40,17,6,,,,,,,
D,5/30/2022,113,43,13,3,,,,2,,,
D,5/31/2022,117,64,28,2,1,,,,,,
D,6/1/2022,121.5,45,21,1,,1,,,,,
D,6/2/2022,120,58,25,3,,1,,,,,
D,6/3/2022,127.5,58,21,8,,,,,,,
