Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
B,7/30/2022,51,6,,,,,,,,,
B,7/31/2022,58,9,2,,,,,1,,,
B,8/1/2022,84,6,,,,,,1,1,,
B,8/2/2022,85.5,9,1,1,1,,,,,,
B,8/3/2022,66.5,10,1,,,,,,,,
B,8/4/2022,96,8,3,,,,,,,,
B,8/5/2022,113,14,6,1,,,,,,,
B,8/6/2022,68,3,1,,,,,,,,
B,8/7/2022,91.5,10,1,2,,,,1,,,
B,8/8/2022,86,6,1,,,,,,,,
B,8/9/2022,71,8,1,,,,,,,,
B,8/10/2022,48,9,1,,,,,,,,
B,8/11/2022,155,5,2,1,,,,,,,
B,8/12/2022,79,5,1,,,,,,,,
B,8/13/2022,48.5,8,,,,,,,1,,
B,8/14/2022,66.5,6,1,,,,,,,,
B,8/15/2022,86,9,1,1,,,,,,,
B,8/16/2022,54,11,,,,,,,1,,
B,8/17/2022,67,3,,,,,,,,,
B,8/18/2022,111,6,1,1,,,,,,,
B,8/19/2022,120,6,3,,,,,,,,
B,8/20/2022,124,5,3,,,,,,,,
B,8/21/2022,61,4,1,,,,,,,,
B,8/22/2022,72,9,,1,1,,,,,,
B,8/23/2022,60,3,,,,,,,,,
B,8/24/2022,54.5,8,,,,,,,,,
B,8/26/2022,70,7,1,,,,,,,,
B,8/27/2022,92.5,8,1,,,,1,,,,
B,8/28/2022,72,4,1,,,,,,,,
B,8/29/2022,172,5,2,,1,,,,,,
B,8/30/2022,60.5,10,1,,,,,,,,
B,8/31/2022,63,12,2,,,,,,,,
B,9/1/2022,166,5,2,1,,,,,,,
B,9/2/2022,58,9,1,,,,,,,,
B,9/3/2022,88,9,,,1,,,,,,
B,9/4/2022,68,7,,,,,,,,,
B,9/5/2022,82,9,,1,,,,,,,
B,9/6/2022,86,5,,,,,,,,,
B,9/7/2022,89.5,4,,,,1,,,,,
B,9/8/2022,105.5,4,1,1,,,,,,,
B,9/9/2022,82.5,8,1,,,,,1,,,
B,9/11/2022,62,6,2,,,,,,,,
B,9/12/2022,71.5,7,2,,,,,,,,
B,9/13/2022,105,9,2,,2,,,,,,
B,9/14/2022,47,7,1,,,,,,,,
B,9/15/2022,81,4,,1,,,,,,,
B,9/16/2022,40,2,,,,,,,,,
B,9/17/2022,56,2,,,,,,,,,
B,9/18/2022,71,7,,,,,,,,,
B,9/19/2022,97,6,2,,,,,,,,
B,9/20/2022,113,10,2,1,,,,2,,,
B,9/21/2022,55,3,,,,,,,,,
B,9/22/2022,42.5,2,,,,,,,,,
B,9/23/2022,64,6,1,,,,,,,,
B,9/24/2022,89,7,3,,,,,,,,
B,9/25/2022,122,1,1,,,,,,,,
B,9/26/2022,91,6,1,,,,,1,,,
B,9/27/2022,178.5,2,2,,,,,,,,
B,9/28/2022,112,9,3,,,,,,,,
B,9/29/2022,158,6,3,,,,,,1,,
B,9/30/2022,37,2,,,,,,,,,
B,10/1/2022,,4,,,,,,,,,
B,10/2/2022,,3,,,,,,,,,
B,10/3/2022,,7,,,,,,,,,
B,10/4/2022,,2,,,,,,,,,
B,10/5/2022,,8,,,,,,,,,
B,10/6/2022,46,5,,,,,,,,,
B,10/7/2022,243,6,,1,,,,1,1,,
B,10/8/2022,51,2,,,,,,,,,
B,10/9/2022,76,5,,,,,,,,,
B,10/10/2022,130,4,1,,,,,,1,,
B,10/11/2022,59,4,,,,,,,,,
B,10/12/2022,55,8,1,,,,,,,,
B,10/13/2022,79,3,,,,,,,,,
B,10/14/2022,127,7,2,2,,,,,,,
B,10/15/2022,69,10,1,,,,,,,,
B,10/16/2022,120.5,4,2,,,,,,,,
B,10/17/2022,119,4,1,,,,,,,,
B,10/18/2022,69,1,,,,,,,,,
B,10/19/2022,78.5,4,1,,,,,,,,
B,10/20/2022,53,7,,,1,,,,,,
B,10/21/2022,63,3,,,,1,,,,,
B,10/22/2022,128.5,3,,1,,,,,,,
B,10/23/2022,45.5,4,,,,,,,,,
B,10/24/2022,210,8,2,1,,,,,1,,
B,10/25/2022,121,8,3,,,,,,,,
B,10/26/2022,59.5,2,,,,,,,,,
B,10/27/2022,46,5,,,,,,1,,,
B,10/28/2022,34,1,,,,,,,,,
B,10/29/2022,63,4,,,1,,,,,,
B,10/30/2022,26,7,,,,,,,,,
B,10/31/2022,85.5,2,,,,,,,,,
B,11/1/2022,42,6,,,,,,,,,
B,11/2/2022,,2,,,,,,,,,
B,11/3/2022,62,6,1,,,,,,,1,
B,11/4/2022,171,3,1,,,,,1,,,
B,11/5/2022,54,6,1,,1,,,,,,
B,11/6/2022,52,4,,,,,,,,,
B,11/7/2022,82,9,2,,,,,,,,
B,11/8/2022,91.5,8,1,1,,,,,,,
B,11/9/2022,101,8,1,,,,,1,,,
B,11/10/2022,134,4,3,1,,,,,,,
B,11/11/2022,152,5,1,1,,,,,,,
B,11/12/2022,66,5,,,,,,,,,
B,11/13/2022,154,6,2,,,,,,,,
B,11/14/2022,169,5,1,,1,,,,,,
B,11/15/2022,53,8,,,,,,,,,
B,11/16/2022,75,3,,,,,,1,,,
B,11/17/2022,101,8,,1,,,,,,,
B,11/18/2022,98.5,4,,,,,,,,,
B,11/19/2022,72.5,5,1,,,,,,,,
B,11/20/2022,219,5,2,1,,,,,,,
B,11/21/2022,88,9,1,1,,,,,,,
B,11/22/2022,76.5,10,,3,,,,,,,
B,11/23/2022,92.5,8,2,,,,,,,,
B,11/24/2022,133,7,4,,,,,,,,
B,11/25/2022,114,8,2,,,,,2,,,
B,11/26/2022,36.5,4,,,,,,,,,
B,11/27/2022,166,7,2,2,,1,,,,,
B,11/28/2022,171.5,7,2,1,,,,1,,,
B,11/29/2022,92,8,2,,,,,,,,
B,11/30/2022,150,1,1,,,,,,,,
B,12/1/2022,109,4,1,1,,,,,,,
B,12/2/2022,57,2,,,,,,,,,
B,12/3/2022,39,4,,,,,,,,,
B,12/4/2022,46.5,2,,,,,,,,,
B,12/5/2022,56,5,1,,,,,,,,
B,12/6/2022,40,5,,,,,,,1,,
B,12/7/2022,68,10,2,,,,,,,,
B,12/8/2022,130,5,3,,,,,,,,
B,12/9/2022,131.5,10,2,3,,,,,,,
B,12/10/2022,63,6,,,,,,,,,
B,12/11/2022,132,7,3,1,,,,,,,
B,12/12/2022,102,5,1,,,,,1,,,
B,12/13/2022,70.5,8,1,,,,,,,,
B,12/14/2022,65.5,9,2,,,,,,,,
B,12/15/2022,99,8,2,1,1,,,,,,
B,12/16/2022,152,4,2,,,,,,,,
B,12/17/2022,81,4,,,,,,,1,,
B,12/18/2022,18,3,,,,,,,,,
B,12/19/2022,77,7,,,,,,,,,
B,12/20/2022,56,2,,,,,,,,,
B,12/21/2022,75,2,,,,,,,,,
B,12/22/2022,103,5,1,,,,,,,,
B,12/23/2022,104,6,2,,1,,,,,,
B,12/24/2022,69,3,1,,,,,,,,
B,12/25/2022,145,8,4,,,1,,,,,
B,12/26/2022,30,5,1,,,,,,,,
B,12/27/2022,87,9,,,2,,,,,,
B,12/28/2022,79,12,4,,,,,,,,
B,12/29/2022,84,7,1,,1,,,,1,,
B,12/30/2022,101,8,1,1,,,,,,,
B,12/31/2022,82,1,,,,,,,,,
