Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
K,12/10/2021,316,43,7,8,3,3,2,12,1,,
K,12/11/2021,319.5,48,10,5,2,1,3,11,2,2,
K,12/12/2021,433,36,4,7,6,,3,6,5,,
K,12/13/2021,310.5,40,7,8,3,7,1,4,1,1,
K,12/14/2021,234,48,14,12,4,1,2,3,,1,
K,12/15/2021,152,44,15,6,2,1,,3,4,1,
K,12/16/2021,279.5,39,10,12,2,3,2,4,1,,
K,12/17/2021,202,44,18,5,5,1,,5,1,,
K,12/18/2021,179,44,15,11,1,1,,3,,,
K,12/19/2021,173,34,10,5,2,,,3,1,1,
K,12/20/2021,371.5,42,8,8,6,1,3,10,1,,
K,12/21/2021,217.5,44,14,2,8,1,,8,1,,
K,12/22/2021,189,45,21,8,1,4,,1,,,
K,12/23/2021,272,49,9,15,5,1,2,3,,,
K,12/24/2021,181.5,42,19,8,,2,,2,1,,
K,12/25/2021,158,45,12,9,3,1,1,2,,,
K,12/26/2021,296,38,9,8,4,4,,7,,,
K,12/27/2021,345.5,46,10,7,1,1,1,12,7,,
K,12/28/2021,263,41,11,10,4,,1,7,2,1,
K,12/29/2021,149,39,17,8,,1,,1,,,
K,12/30/2021,183,56,19,9,5,1,,5,1,,
K,12/31/2021,258.5,44,13,6,6,1,1,9,,,
K,1/1/2022,272,42,13,11,5,2,1,5,,,
K,1/2/2022,317,37,3,8,2,2,1,11,1,,
K,1/3/2022,464,41,6,7,2,4,2,12,,2,
K,1/4/2022,320.5,42,11,4,2,2,1,11,3,,
K,1/5/2022,836,36,3,2,2,1,4,14,4,2,
K,1/6/2022,593,47,8,6,2,2,4,13,6,,
K,1/7/2022,339,37,5,8,4,1,3,5,2,,
K,1/8/2022,190.5,42,13,1,6,2,2,5,,1,
K,1/9/2022,635,34,9,,,1,4,9,3,2,
